tconst,averageRating,numVotes,originalTitle,startYear,genres,budget,original_language,overview,poster_path,production_countries,revenue,runtime,spoken_languages,status,production_companies_name,title,region,Titres,actor,actress,director,producer,writer,production_countries_1,production_countries_2,production_countries_3,production_countries_4,production_countries_5,actor_1,actor_2,actor_3,actor_4,actor_5,actress_1,actress_2,actress_3,actress_4,actress_5,director_1,director_2,director_3,director_4,director_5,producer_1,producer_2,producer_3,producer_4,producer_5,writer_1,writer_2,writer_3,writer_4,writer_5,genres_1,genres_2,genres_3;;
"tt0317132,6.3,12391,Because of Winn-Dixie,2005,""Comedy,Drama,Family"",14000000.0,en,""A girl, abandoned by her mother when she was three, moves to a small town in Florida with her father. There, she adopts an orphaned dog she names Winn-Dixie. The bond between the girl and her special companion brings together the people in a small Florida town and heals her own troubled relationship with her father."",/oMUFS7HmIyTeui5xuoIEkPYTWC8.jpg,US,32645546.0,106,['en'],Released,['20th Century Fox'],Winn-Dixie mon meilleur ami,FR,Winn-Dixie mon meilleur ami | 2005 | Because of Winn-Dixie | Because of Winn-Dixie,Jeff Daniels,""AnnaSophia Robb, Cicely Tyson, Eva Marie Saint"",Wayne Wang,Trevor Albert,""Joan Singleton, Kate DiCamillo"",US,-,-,-,-,Jeff Daniels,-,-,-,-,AnnaSophia Robb,Cicely Tyson,Eva Marie Saint,-,-,Wayne Wang,-,-,-,-,Trevor Albert,-,-,-,-,Joan Singleton,Kate DiCamillo,-,-,-,Comedy,Drama,Family";;
"tt0317171,6.9,2649,Sud sanaeha,2002,""Drama,Romance"",0.0,th,""Min is an illegal Burmese immigrant living in Thailand who has contracted a mysterious painful rash covering his upper body. His girlfriend, Roong, and a middle-aged woman, Orn, take him to see a doctor. Min pretends that he cannot speak because he is not fluent in Thai and speaking would reveal him to be an illegal immigrant."",/30iCmKCVTuFWDh7tpBKzeAHlOAQ.jpg,""FR, TH"",0.0,128,""['my', 'th']"",Released,""['Anna Sanders Films', 'Laong Dao Co., Ltd.', 'Kick the Machine', 'Sahamongkolfilm']"",Blissfully Yours,FR,Blissfully Yours | 2002 | Blissfully Yours | Sud sanaeha,""Min Oo, Sa-gnad Chaiyapan"",""Jenjira Pongpas, Kanokporn Tongaram"",Apichatpong Weerasethakul,""Charles de Meaux, Eric Chan"",-,FR,TH,-,-,-,Min Oo,Sa-gnad Chaiyapan,-,-,-,Jenjira Pongpas,Kanokporn Tongaram,-,-,-,Apichatpong Weerasethakul,-,-,-,-,Charles de Meaux,Eric Chan,-,-,-,-,-,-,-,-,Drama,Romance,-";;
"tt0317198,6.0,119722,Bridget Jones: The Edge of Reason,2004,""Comedy,Drama,Romance"",40000000.0,en,""Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life."",/42v82AwTnhaL1JkNcQK8PRAh46P.jpg,""FR, DE, IE, GB, US"",262500000.0,108,""['de', 'th', 'en']"",Released,""['Miramax', 'Universal Pictures', 'Working Title Films', 'Atlantic Television', 'StudioCanal', 'Little Bird']"",Bridget Jones: L'âge de raison,FR,Bridget Jones: L'âge de raison | 2004 | Bridget Jones: The Edge of Reason | Bridget Jones: The Edge of Reason,""Colin Firth, Hugh Grant"",""Gemma Jones, Renée Zellweger"",Beeban Kidron,Tim Bevan,""Adam Brooks, Andrew Davies, Helen Fielding, Richard Curtis"",FR,DE,IE,GB,US,Colin Firth,Hugh Grant,-,-,-,Gemma Jones,Renée Zellweger,-,-,-,Beeban Kidron,-,-,-,-,Tim Bevan,-,-,-,-,Adam Brooks,Andrew Davies,Helen Fielding,Richard Curtis,-,Comedy,Drama,Romance";;
"tt0317198,6.0,119722,Bridget Jones: The Edge of Reason,2004,""Comedy,Drama,Romance"",40000000.0,en,""Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life."",/42v82AwTnhaL1JkNcQK8PRAh46P.jpg,""FR, DE, IE, GB, US"",262500000.0,108,""['de', 'th', 'en']"",Released,""['Miramax', 'Universal Pictures', 'Working Title Films', 'Atlantic Television', 'StudioCanal', 'Little Bird']"",Bridget Jones - L'age 2 raison,FR,Bridget Jones - L'age 2 raison | 2004 | Bridget Jones: The Edge of Reason | Bridget Jones: The Edge of Reason,""Colin Firth, Hugh Grant"",""Gemma Jones, Renée Zellweger"",Beeban Kidron,Tim Bevan,""Adam Brooks, Andrew Davies, Helen Fielding, Richard Curtis"",FR,DE,IE,GB,US,Colin Firth,Hugh Grant,-,-,-,Gemma Jones,Renée Zellweger,-,-,-,Beeban Kidron,-,-,-,-,Tim Bevan,-,-,-,-,Adam Brooks,Andrew Davies,Helen Fielding,Richard Curtis,-,Comedy,Drama,Romance";;
"tt0317219,7.2,452942,Cars,2006,""Adventure,Animation,Comedy"",120000000.0,en,""Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters."",/u4G8EkiIBZYx0wEg2xDlXZigTOZ.jpg,US,461983149.0,117,""['en', 'it', 'ja', 'yi']"",Released,""['Pixar', 'Walt Disney Pictures']"",Cars - Quatre roues,FR,Cars - Quatre roues | 2006 | Cars | Cars,""Larry the Cable Guy, Owen Wilson, Paul Newman"",Bonnie Hunt,""Joe Ranft, John Lasseter"",-,""Dan Fogelman, Jorgen Klubien, Kiel Murray, Phil Lorin"",US,-,-,-,-,Larry the Cable Guy,Owen Wilson,Paul Newman,-,-,Bonnie Hunt,-,-,-,-,Joe Ranft,John Lasseter,-,-,-,-,-,-,-,-,Dan Fogelman,Jorgen Klubien,Kiel Murray,Phil Lorin,-,Adventure,Animation,Comedy";;
"tt0317226,7.4,1596,Gomgashtei dar Aragh,2002,""Drama,War"",0.0,ku,""During the war between Iran and Iraq, a group of Iranian Kurd musicians set off on an almost impossible mission. They will try to find Hanareh, a singer with a magic voice who crossed the border and may now be in danger in the Iraqi Kurdistan. As in his previous films, this Kurdish director is again focusing on the oppression of his people."",/mzWqK0U0APFiXKofG1qzl1OEYgW.jpg,IR,0.0,108,""['ku', 'fa']"",Released,['Mij Film Co.'],Les chansons du pays de ma mère,FR,Les chansons du pays de ma mère | 2002 | Marooned in Iraq | Gomgashtei dar Aragh,""Allah-Morad Rashtian, Faegh Mohamadi, Shahab Ebrahimi"",Rojan Hosseini,Bahman Ghobadi,-,-,IR,-,-,-,-,Allah-Morad Rashtian,Faegh Mohamadi,Shahab Ebrahimi,-,-,Rojan Hosseini,-,-,-,-,Bahman Ghobadi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Drama,War,-";;
"tt0317234,7.1,2792,Chihwaseon,2002,""Biography,Drama,History"",0.0,ko,""In a time of political and social unrest in 19th century Korea, uncouth, self-taught painter Jang Seung-up explores his natural talent amidst the repressive world around him."",/iZfIDpywVqgftbTPJw8uui2PZFA.jpg,KR,0.0,120,['ko'],Released,""['Taehung Pictures', 'Cinema Service']"",Ivre de femmes et de peinture,FR,Ivre de femmes et de peinture | 2002 | Painted Fire | Chihwaseon,""Choi Min-sik, Sung-Ki Ahn"",""Ho-jeong Yu, Kim Yeo-jin"",Im Kwon-taek,Tae-won Lee,""Byung-sam Min, Yong-ok Kim"",KR,-,-,-,-,Choi Min-sik,Sung-Ki Ahn,-,-,-,Ho-jeong Yu,Kim Yeo-jin,-,-,-,Im Kwon-taek,-,-,-,-,Tae-won Lee,-,-,-,-,Byung-sam Min,Yong-ok Kim,-,-,-,Biography,Drama,History";;
"tt0317248,8.6,785263,Cidade de Deus,2002,""Crime,Drama"",3300000.0,pt,""In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."",/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,""BR, FR"",30641770.0,130,['pt'],Released,""['O2 Filmes', 'Videofilmes', 'Wild Bunch', 'Hank Levine Film', 'Globo Filmes', 'Lumière', 'Miramax']"",La cité de Dieu,FR,La cité de Dieu | 2002 | City of God | Cidade de Deus,""Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele, Phellipe Haagensen"",-,""Fernando Meirelles, Kátia Lund"",""Andrea Barata Ribeiro, Mauricio Andrade Ramos"",""Bráulio Mantovani, Paulo Lins"",BR,FR,-,-,-,Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,Phellipe Haagensen,-,-,-,-,-,-,Fernando Meirelles,Kátia Lund,-,-,-,Andrea Barata Ribeiro,Mauricio Andrade Ramos,-,-,-,Bráulio Mantovani,Paulo Lins,-,-,-,Crime,Drama,-";;
"tt0317269,6.9,178,Ku qi de nü ren,2002,""Comedy,Drama"",0.0,zh,""Desperate to support her family and earn enough money to get her husband out of jail, a woman with an unusual crying style becomes a professional mourner."",/lr55RTMxdadi6O4s2suBQpmXOyd.jpg,""KR, FR, CA, CN"",0.0,90,['zh'],Released,[],Les larmes de Madame Wang,FR,Les larmes de Madame Wang | 2002 | Ku qi de nü ren | Ku qi de nü ren,""Ging Wen, Longjun Li, Xingkun Wei"",Qin Liao,Bingjian Liu,""Ellen Kim, Jason Chae, Michel Reilhac"",Ye Deng,KR,FR,CA,CN,-,Ging Wen,Longjun Li,Xingkun Wei,-,-,Qin Liao,-,-,-,-,Bingjian Liu,-,-,-,-,Ellen Kim,Jason Chae,Michel Reilhac,-,-,Ye Deng,-,-,-,-,Comedy,Drama,-";;
"tt0317269,6.9,178,Ku qi de nü ren,2002,""Comedy,Drama"",0.0,zh,""Desperate to support her family and earn enough money to get her husband out of jail, a woman with an unusual crying style becomes a professional mourner."",/lr55RTMxdadi6O4s2suBQpmXOyd.jpg,""KR, FR, CA, CN"",0.0,90,['zh'],Released,[],La pleureuse,FR,La pleureuse | 2002 | Ku qi de nü ren | Ku qi de nü ren,""Ging Wen, Longjun Li, Xingkun Wei"",Qin Liao,Bingjian Liu,""Ellen Kim, Jason Chae, Michel Reilhac"",Ye Deng,KR,FR,CA,CN,-,Ging Wen,Longjun Li,Xingkun Wei,-,-,Qin Liao,-,-,-,-,Bingjian Liu,-,-,-,-,Ellen Kim,Jason Chae,Michel Reilhac,-,-,Ye Deng,-,-,-,-,Comedy,Drama,-";;
"tt0317303,5.6,72507,Daddy Day Care,2003,""Comedy,Family"",60000000.0,en,""Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center."",/uiey5XUKuPicwpIJMf1OpaOd1jL.jpg,US,164433867.0,92,['en'],Released,""['Revolution Studios', 'Davis Entertainment']"",École paternelle,FR,École paternelle | 2003 | Daddy Day Care | Daddy Day Care,""Eddie Murphy, Jeff Garlin, Steve Zahn"",Anjelica Huston,Steve Carr,""John Davis, Matt Berenson, Wyck Godfrey"",Geoff Rodkey,US,-,-,-,-,Eddie Murphy,Jeff Garlin,Steve Zahn,-,-,Anjelica Huston,-,-,-,-,Steve Carr,-,-,-,-,John Davis,Matt Berenson,Wyck Godfrey,-,-,Geoff Rodkey,-,-,-,-,Comedy,Family,-";;
"tt0317321,6.9,317,De l'autre côté,2002,Documentary,0.0,fr,A documentary look at the fate of Mexicans who cross the border into the United States.,/gRCr31SMpnElH5W6EZZG6cLdv0q.jpg,""BE, FR"",0.0,100,""['fr', 'es', 'en']"",Released,['AMIP'],De l'autre côté,FR,De l'autre côté | 2002 | From the Other Side | De l'autre côté,-,-,Chantal Akerman,""Brigitte De Villepoix, Christiane Philippe, Elisabeth Marliangeas, Fabrice Puchault, Luciano Rigolini, Marilyn Watelet, Thierry Garrel, Xavier Carniaux"",-,BE,FR,-,-,-,-,-,-,-,-,-,-,-,-,-,Chantal Akerman,-,-,-,-,Brigitte De Villepoix,Christiane Philippe,Elisabeth Marliangeas,Fabrice Puchault,Luciano Rigolini,-,-,-,-,-,Documentary,-,-";;
"tt0317341,6.8,177,La dernière lettre,2002,Drama,0.0,fr,""Locked away in the Jewish ghetto of an occupied Ukrainian town in 1941, a mother revisits her life in a last letter to her son."",/7iFwJlBzblGYOJ4UF7t1yVITqLB.jpg,""FR, US"",0.0,61,['fr'],Released,[],La dernière lettre,FR,La dernière lettre | 2002 | The Last Letter | La dernière lettre,-,Catherine Samie,Frederick Wiseman,Pierre-Olivier Bardet,""Vasiliy Grossman, Véronique Aubouy"",FR,US,-,-,-,-,-,-,-,-,Catherine Samie,-,-,-,-,Frederick Wiseman,-,-,-,-,Pierre-Olivier Bardet,-,-,-,-,Vasiliy Grossman,Véronique Aubouy,-,-,-,Drama,-,-";;
"tt0317469,5.9,388,Fálkar,2002,Drama,0.0,en,""Simon a mysterious man with a past returns to Iceland with the intention to end his no good life. Before he can complete his task he meets a young women DÚA who he believes might be his daughter. When she gets into trouble with the police Simon represses his death wish and decides to help her out. Together they flee to the city of Hamburg and smuggle with them what used to be the greatest export of the Vikings, an Icelandic Falcon. Their plan is to sell it to wealthy Arabs."",/wMKyYiPgzmLICmOkzwHdqXz3HKo.jpg,""IS, GB, FR, DE, NO"",0.0,95,""['en', 'is']"",Released,[],Le faucon islandais,FR,Le faucon islandais | 2002 | Falcons | Fálkar,""Ingvar Sigurdsson, Keith Carradine, Magnús Ólafsson"",Margrét Vilhjálmsdóttir,Friðrik Þór Friðriksson,""Anna María Karlsdóttir, Mike Downey, Peter Rommel, Sam Taylor"",Einar Kárason,IS,GB,FR,DE,NO,Ingvar Sigurdsson,Keith Carradine,Magnús Ólafsson,-,-,Margrét Vilhjálmsdóttir,-,-,-,-,Friðrik Þór Friðriksson,-,-,-,-,Anna María Karlsdóttir,Mike Downey,Peter Rommel,Sam Taylor,-,Einar Kárason,-,-,-,-,Drama,-,-";;
"tt0317476,6.7,462,Fararishtay kifti rost,2002,""Comedy,Drama,Fantasy"",0.0,tg,""An unrepentant prodigal son straight out of a Russian jail returns to his hometown, Asht, to help his mother die with dignity. But his debts in his hometown are many and long overdue, the townspeople are tough as nails, and he soon gets more than he expected from the quiet village. In this dark comedy, his third feature, writer-director Jamshed Usmonov cast the population of Asht as its own persuasive self and his own mother and brother as the fractured yet formidable domestic couple."",/iltZDPeOcmoa3WpkCrmbdwHiGP2.jpg,""TJ, IT, FR, CH"",0.0,91,['tg'],Released,""['Ventura Film', 'Artcam International', 'Asht Village', 'Fabrica', 'RSI', 'RAI']"",L'ange de l'épaule droite,FR,L'ange de l'épaule droite | 2002 | Angel on the Right | Fararishtay kifti rost,""Kova Tilavpur, Mardonkul Kulbobo, Maruf Pulodzoda"",Uktamoi Miyasarova,Jamshed Usmonov,Marco Müller,-,TJ,IT,FR,CH,-,Kova Tilavpur,Mardonkul Kulbobo,Maruf Pulodzoda,-,-,Uktamoi Miyasarova,-,-,-,-,Jamshed Usmonov,-,-,-,-,Marco Müller,-,-,-,-,-,-,-,-,-,Comedy,Drama,Fantasy";;
"tt0317603,5.7,267,Extraño,2003,""Drama,Romance"",0.0,es,""The protagonist is Axel, aged about 40, a doctor who no longer practices his craft. He is living temporarily with his sister and her children. He doesn't do much, just exists a little between the living and their things. One day, he meets a young, pregnant woman. A relationship develops, a kind of love, and they live together, like driftwood temporarily clinging on to each other."",/8S55sDf0bLKnUI97eVXJfpEcb3S.jpg,AR,0.0,88,['es'],Released,[],Grieta,FR,Grieta | 2003 | Strange | Extraño,Julio Chávez,""Chunchuna Villafañe, Raquel Albéniz, Valeria Bertuccelli"",Santiago Loza,""Ana Laura Bonet, Francesca Feder, María Galarza"",-,AR,-,-,-,-,Julio Chávez,-,-,-,-,Chunchuna Villafañe,Raquel Albéniz,Valeria Bertuccelli,-,-,Santiago Loza,-,-,-,-,Ana Laura Bonet,Francesca Feder,María Galarza,-,-,-,-,-,-,-,Drama,Romance,-";;
"tt0317648,6.7,84680,Hidalgo,2004,""Action,Adventure,Biography"",100000000.0,en,""Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world..."",/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg,""US, MA"",108103450.0,136,""['ar', 'en']"",Released,""['Touchstone Pictures', 'Casey Silver Productions', 'Dune Films']"",Hidalgo,FR,Hidalgo | 2004 | Hidalgo | Hidalgo,""Omar Sharif, Viggo Mortensen"",""Louise Lombard, Zuleikha Robinson"",Joe Johnston,Casey Silver,John Fusco,US,MA,-,-,-,Omar Sharif,Viggo Mortensen,-,-,-,Louise Lombard,Zuleikha Robinson,-,-,-,Joe Johnston,-,-,-,-,Casey Silver,-,-,-,-,John Fusco,-,-,-,-,Action,Adventure,Biography";;
"tt0317705,8.0,784271,The Incredibles,2004,""Action,Adventure,Animation"",92000000.0,en,""Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume."",/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,US,631442092.0,115,""['fr', 'en']"",Released,""['Pixar', 'Walt Disney Pictures']"",Les Indestructibles,FR,Les Indestructibles | 2004 | The Incredibles | The Incredibles,""Craig T. Nelson, Jason Lee, Samuel L. Jackson"",Holly Hunter,Brad Bird,John Walker,-,US,-,-,-,-,Craig T. Nelson,Jason Lee,Samuel L. Jackson,-,-,Holly Hunter,-,-,-,-,Brad Bird,-,-,-,-,John Walker,-,-,-,-,-,-,-,-,-,Action,Adventure,Animation";;
"tt0317740,7.0,382936,The Italian Job,2003,""Action,Crime,Thriller"",60000000.0,en,""Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles."",/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg,""IT, GB, US"",176070171.0,110,""['uk', 'en', 'it']"",Released,""['De Line Pictures', 'Working Title Films', 'Paramount', 'Mestiere Cinema']"",Braquage à l'italienne,FR,Braquage à l'italienne | 2003 | The Italian Job | The Italian Job,""Donald Sutherland, Edward Norton, Mark Wahlberg"",Charlize Theron,F. Gary Gray,Donald De Line,""Donna Powers, Troy Kennedy Martin, Wayne Powers"",IT,GB,US,-,-,Donald Sutherland,Edward Norton,Mark Wahlberg,-,-,Charlize Theron,-,-,-,-,F. Gary Gray,-,-,-,-,Donald De Line,-,-,-,-,Donna Powers,Troy Kennedy Martin,Wayne Powers,-,-,Action,Crime,Thriller";;
"tt0317743,7.0,3834,Itiraf,2001,Drama,0.0,tr,""A taut, beautifully acted psychological drama about a husband who suspects his wife of having an affair, but is terrified that confronting her about it might prove she really is."",/2D7za33UtEJzYpHhmmY4kgGd8WV.jpg,TR,0.0,90,['tr'],Released,['Mavi Film'],Itiraf,FR,Itiraf | 2001 | The Confession | Itiraf,""Iskender Altin, Taner Birsel"",""Basak Köklükaya, Miraç Eronat"",Zeki Demirkubuz,-,-,TR,-,-,-,-,Iskender Altin,Taner Birsel,-,-,-,Basak Köklükaya,Miraç Eronat,-,-,-,Zeki Demirkubuz,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Drama,-,-";;
"tt0317793,7.2,245,Kagami no onna-tachi,2002,Drama,0.0,ja,Three women who share memories of the Hiroshima disaster try to uncover the hidden family ties that may or may not bind them together.,/hmYnCCdE8krteSXVqxYnurJCT51.jpg,""FR, JP"",0.0,129,""['ja', 'en']"",Released,""['Sépia Productions', 'Root Pictures', 'Groove Kinema', 'Gendaieiga']"",Femmes en miroir,FR,Femmes en miroir | 2002 | Women in the Mirror | Kagami no onna-tachi,Hideo Murota,""Mariko Okada, Sae Isshiki, Yoshiko Tanaka"",Yoshishige Yoshida,""Philippe Jacquier, Shinichi Takata, Takumi Ogawa, Yutaka Shimomura"",-,FR,JP,-,-,-,Hideo Murota,-,-,-,-,Mariko Okada,Sae Isshiki,Yoshiko Tanaka,-,-,Yoshishige Yoshida,-,-,-,-,Philippe Jacquier,Shinichi Takata,Takumi Ogawa,Yutaka Shimomura,-,-,-,-,-,-,Drama,-,-";;
"tt0317842,7.4,2479,Knafayim Shvurot,2002,Drama,0.0,he,""Daphne and her four children try to cope with the abrupt death of husband/father. As the family seems to fall apart, a sudden incident gives them a chance to heal their 'broken wings'."",/wgvzlUGVBDvVxMbmFWbgJA0Wtmp.jpg,IL,0.0,87,""['de', 'he']"",Released,""['Yes-DBD Satellite Services', 'Norma Productions', 'Israeli Film Fund']"",Broken Wings,FR,Broken Wings | 2002 | Broken Wings | Knafayim Shvurot,""Daniel Magon, Nitai Gvirtz"",""Maya Maron, Orly Silbersatz"",Nir Bergman,Assaf Amir,-,IL,-,-,-,-,Daniel Magon,Nitai Gvirtz,-,-,-,Maya Maron,Orly Silbersatz,-,-,-,Nir Bergman,-,-,-,-,Assaf Amir,-,-,-,-,-,-,-,-,-,Drama,-,-";;
"tt0317887,7.0,3085,Madame Satã,2002,""Biography,Crime,Drama"",0.0,pt,""A story inspired by the life of one of the most remarkable figures in Brazilian popular culture, João Francisco dos Santos (1900-1976). In turn, bandit, transvestite, street fighter, brothel cook, convict and father to seven adopted children, dos Santos – better known as Madame Satã – was also a notorious gay performer who pushed social boundaries in a volatile time."",/rgsrsLJXzzmMiTvatmEhXU8fMY2.jpg,""BR, FR"",0.0,100,['pt'],Released,""['Wild Bunch', 'Videofilmes', 'Dominant 7', 'Lumière']"",Madame Satã,FR,Madame Satã | 2002 | Madame Satã | Madame Satã,""Fellipe Marques, Flavio Bauraqui, Lázaro Ramos"",Marcelia Cartaxo,Karim Aïnouz,""Isabel Diegues, Marc Beauchamps"",""Marcelo Gomes, Mauricio Zacharias, Sergio Machado"",BR,FR,-,-,-,Fellipe Marques,Flavio Bauraqui,Lázaro Ramos,-,-,Marcelia Cartaxo,-,-,-,-,Karim Aïnouz,-,-,-,-,Isabel Diegues,Marc Beauchamps,-,-,-,Marcelo Gomes,Mauricio Zacharias,Sergio Machado,-,-,Biography,Crime,Drama";;
"tt0317910,8.1,24694,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,""Biography,Documentary,History"",0.0,en,""Using archival footage, cabinet conversation recordings, and an interview of the 85-year-old Robert McNamara, The Fog of War depicts his life, from working as a WWII whiz-kid military officer, to being the Ford Motor Company's president, to managing the Vietnam War as defense secretary for presidents Kennedy and Johnson."",/m1dEnkrdJGBSLeAyJepuGrU9sNI.jpg,US,0.0,107,['en'],Released,""['SenArt Films', 'RadicalMedia']"",Brume de guerre,FR,Brume de guerre | 2003 | The Fog of War | The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,-,-,Errol Morris,""Julie Ahlberg, Michael Williams"",-,US,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Errol Morris,-,-,-,-,Julie Ahlberg,Michael Williams,-,-,-,-,-,-,-,-,Biography,Documentary,History";;
"tt0317919,6.9,382928,Mission: Impossible III,2006,""Action,Adventure,Thriller"",150000000.0,en,""Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission."",/vKGYCpmQyV9uHybWDzXuII8Los5.jpg,US,398479497.0,126,""['de', 'en', 'it', 'zh', 'cs', 'cn']"",Released,""['Paramount', 'Cruise/Wagner Productions']"",Mission: Impossible III,FR,Mission: Impossible III | 2006 | Mission: Impossible III | Mission: Impossible III,""Philip Seymour Hoffman, Tom Cruise, Ving Rhames"",Michelle Monaghan,J.J. Abrams,Paula Wagner,""Alex Kurtzman, Bruce Geller, Roberto Orci"",US,-,-,-,-,Philip Seymour Hoffman,Tom Cruise,Ving Rhames,-,-,Michelle Monaghan,-,-,-,-,J.J. Abrams,-,-,-,-,Paula Wagner,-,-,-,-,Alex Kurtzman,Bruce Geller,Roberto Orci,-,-,Action,Adventure,Thriller";;
"tt0317919,6.9,382928,Mission: Impossible III,2006,""Action,Adventure,Thriller"",150000000.0,en,""Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission."",/vKGYCpmQyV9uHybWDzXuII8Los5.jpg,US,398479497.0,126,""['de', 'en', 'it', 'zh', 'cs', 'cn']"",Released,""['Paramount', 'Cruise/Wagner Productions']"",M:i:III,FR,M:i:III | 2006 | Mission: Impossible III | Mission: Impossible III,""Philip Seymour Hoffman, Tom Cruise, Ving Rhames"",Michelle Monaghan,J.J. Abrams,Paula Wagner,""Alex Kurtzman, Bruce Geller, Roberto Orci"",US,-,-,-,-,Philip Seymour Hoffman,Tom Cruise,Ving Rhames,-,-,Michelle Monaghan,-,-,-,-,J.J. Abrams,-,-,-,-,Paula Wagner,-,-,-,-,Alex Kurtzman,Bruce Geller,Roberto Orci,-,-,Action,Adventure,Thriller";;
"tt0317965,7.0,1954,L'ora di religione (Il sorriso di mia madre),2002,Drama,0.0,it,""A celebrated painter receives a visit from a cardinal's assistant, who informs him that his mother could become a saint."",/8u1NKcKcNVhBEUxMeQL4WIggBps.jpg,IT,0.0,105,['it'],Released,""['Filmalbatros', 'RAI Cinema']"",Le sourire de ma mère,FR,Le sourire de ma mère | 2002 | My Mother's Smile | L'ora di religione (Il sorriso di mia madre),""Gigio Alberti, Sergio Castellitto"",""Chiara Conti, Jacqueline Lustig"",Marco Bellocchio,Sergio Pelone,-,IT,-,-,-,-,Gigio Alberti,Sergio Castellitto,-,-,-,Chiara Conti,Jacqueline Lustig,-,-,-,Marco Bellocchio,-,-,-,-,Sergio Pelone,-,-,-,-,-,-,-,-,-,Drama,-,-";;
