tconst,averageRating,numVotes,originalTitle,startYear,genres,budget,original_language,overview,poster_path,production_countries,revenue,runtime,spoken_languages,status,production_companies_name,title,region,Titres,actor,actress,director,producer,writer,production_countries_1,production_countries_2,production_countries_3,production_countries_4,production_countries_5,actor_1,actor_2,actor_3,actor_4,actor_5,actress_1,actress_2,actress_3,actress_4,actress_5,director_1,director_2,director_3,director_4,director_5,producer_1,producer_2,producer_3,producer_4,producer_5,writer_1,writer_2,writer_3,writer_4,writer_5,genres_1,genres_2,genres_3;;
"tt0318025,6.8,2521,Ren xiao yao,2002,""Comedy,Drama"",0.0,zh,""Three disaffected youths live in Datong in 2001, part of the new """"Birth Control"""" generation. Fed on a steady diet of popular culture, both Western and Chinese, the characters of Unknown Pleasures represent a new breed in the People's Republic of China, one detached from reality through the screen of media and the internet."",/9koydgKSQLs8MjnGilFmjRlhzXA.jpg,""CN, JP, KR, FR"",0.0,113,['zh'],Released,""['T-Mark', 'Hu Tong Communications', 'Lumen Films', 'Office Kitano']"",Plaisirs inconnus,FR,Plaisirs inconnus | 2002 | Unknown Pleasures | Ren xiao yao,""Qing Feng Zhou, Qiong Wu, Wei Wei Zhao"",Tao Zhao,Zhangke Jia,""Kit Ming Li, Shôzô Ichiyama"",-,CN,JP,KR,FR,-,Qing Feng Zhou,Qiong Wu,Wei Wei Zhao,-,-,Tao Zhao,-,-,-,-,Zhangke Jia,-,-,-,-,Kit Ming Li,Shôzô Ichiyama,-,-,-,-,-,-,-,-,Comedy,Drama,-";;
"tt0318034,7.2,21450,Russkiy kovcheg,2002,""Drama,Fantasy,History"",0.0,ru,""A ghost and a French marquis wander through the Winter Palace in St Petersburg, encountering scenes from many different periods of its history."",/7NhwiUZHBajpKC2xcGcpFhMJ07k.jpg,""CA, DK, FI, DE, JP, RU"",6723732.0,99,""['fa', 'fr', 'ru']"",Released,""['Hermitage Bridge Studio, The', 'State Hermitage Museum', 'Mitteldeutsche Medienförderung (MDM)', 'WDR/Arte', 'Fora Film', 'Koppmedia', 'NHK', 'DR', 'AST Studios', 'Mariinsky Theatre', 'Filmboard Berlin-Brandenburg (FBB)', 'FilmFörderung Hamburg', 'YLE', 'Egoli Tossell Film', 'Die Beauftragte der Bundesregierung für Kultur und Medien', 'Ministry of Culture of the Russian Federation']"",L'arche russe,FR,L'arche russe | 2002 | Russian Ark | Russkiy kovcheg,""Leonid Mozgovoy, Sergey Dreyden"",Mariya Kuznetsova,Aleksandr Sokurov,""Andrey Deryabin, Jens Meurer"",""Anatoli Nikiforov, Boris Khaimsky, Svetlana Proskurina"",CA,DK,FI,DE,JP,Leonid Mozgovoy,Sergey Dreyden,-,-,-,Mariya Kuznetsova,-,-,-,-,Aleksandr Sokurov,-,-,-,-,Andrey Deryabin,Jens Meurer,-,-,-,Anatoli Nikiforov,Boris Khaimsky,Svetlana Proskurina,-,-,Drama,Fantasy,History";;
"tt0318049,6.4,1229,Searching for Debra Winger,2002,Documentary,600000.0,en,Rosanna Arquette talks to various actresses about the pressures they face as women working in the entertainment industry.,/50a7jpkUukf6aypYFiapoOF2lui.jpg,US,0.0,99,['en'],Released,[],À la recherche de Debra Winger,FR,À la recherche de Debra Winger | 2002 | Searching for Debra Winger | Searching for Debra Winger,-,-,-,""David Codikow, Happy Walters, Matt Weaver"",-,US,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,David Codikow,Happy Walters,Matt Weaver,-,-,-,-,-,-,-,Documentary,-,-";;
"tt0318155,5.8,39678,Looney Tunes: Back in Action,2003,""Adventure,Animation,Comedy"",80000000.0,en,""Fed up with all the attention going to Bugs Bunny, Daffy Duck quits Hollywood, teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure, along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father, and the missing blue diamond... and stay one step ahead of The Acme Corp., who wants the diamond for their own purposes."",/q0kntpdsHA0QdYjpQdNBqrVTdQq.jpg,""DE, US"",68514844.0,93,['en'],Released,""['Warner Bros. Animation', 'Baltimore Spring Creek Productions', 'Goldmann Pictures', 'Lonely Film Productions GmbH & Co. KG.', 'Warner Bros. Pictures']"",Les Looney Tunes passent à l'action,FR,Les Looney Tunes passent à l'action | 2003 | Looney Tunes: Back in Action | Looney Tunes: Back in Action,""Brendan Fraser, Steve Martin"",""Heather Locklear, Jenna Elfman"",""Eric Goldberg, Joe Dante"",""Bernie Goldmann, Joel Simon, Pierluigi De Mas"",Larry Doyle,DE,US,-,-,-,Brendan Fraser,Steve Martin,-,-,-,Heather Locklear,Jenna Elfman,-,-,-,Eric Goldberg,Joe Dante,-,-,-,Bernie Goldmann,Joel Simon,Pierluigi De Mas,-,-,Larry Doyle,-,-,-,-,Adventure,Animation,Comedy";;
"tt0318202,7.8,8308,Être et avoir,2002,""Documentary,Family"",1000000.0,fr,""The documentary's title translates as """"to be and to have"""", the two auxiliary verbs in the French language. It is about a primary school in the commune of Saint-Étienne-sur-Usson, Puy-de-Dôme, France, the population of which is just over 200. The school has one small class of mixed ages (from four to twelve years), with a dedicated teacher, Georges Lopez, who shows patience and respect for the children as we follow their story through a single school year."",/mqB5QPNCmbF8DgsZqmyGQAGktUE.jpg,FR,0.0,104,['fr'],Released,""['Gimages 204', """"Les Films d'ici"""", 'ARTE France Cinéma', 'Maïa Films']"",Être et avoir,FR,Être et avoir | 2002 | To Be and to Have | Être et avoir,""Axel Thouvenin, Georges Lopez, Guillaume"",Alizé,Nicolas Philibert,Gilles Sandoz,-,FR,-,-,-,-,Axel Thouvenin,Georges Lopez,Guillaume,-,-,Alizé,-,-,-,-,Nicolas Philibert,-,-,-,-,Gilles Sandoz,-,-,-,-,-,-,-,-,-,Documentary,Family,-";;
"tt0318374,6.9,35166,The Cooler,2003,""Drama,Romance"",32000000.0,en,""Bernie works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow, is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario."",/gq3cZxo7SS6HAXdaxObLIyw9N1r.jpg,""GB, US"",0.0,101,['en'],Released,""['Pierce/Williams Entertainment', 'ContentFilm', 'Lions Gate Films']"",Lady Chance,FR,Lady Chance | 2003 | The Cooler | The Cooler,""Alec Baldwin, Shawn Hatosy, William H. Macy"",Maria Bello,Wayne Kramer,""Michael A. Pierce, Sean Furst"",Frank Hannah,GB,US,-,-,-,Alec Baldwin,Shawn Hatosy,William H. Macy,-,-,Maria Bello,-,-,-,-,Wayne Kramer,-,-,-,-,Michael A. Pierce,Sean Furst,-,-,-,Frank Hannah,-,-,-,-,Drama,Romance,-";;
"tt0318411,7.7,28127,The Magdalene Sisters,2002,Drama,0.0,en,""Four women are given into the custody of the Magdalene sisterhood asylum to correct their sinful behavior: Crispina and Rose have given birth to a premarital child, Margaret got raped by her cousin and the orphan Bernadette had been repeatedly caught flirting with the boys. All have to work in a laundry under the strict supervision of the nuns, who break their wills through sadistic punishment."",/akOnyPsfzcDvCwP3lzY35i2NIha.jpg,""IE, GB"",20957001.0,119,""['en', 'la']"",Released,""['Scottish Screen', 'UK Film Council', 'Screen Ireland', 'Momentum Pictures', 'PFP Films', 'Temple Films', 'Dumfries & Galloway Council', 'South West Scotland Screen Commission', 'Scottish Enterprise Dumfries & Galloway', """"UK Film Council's New Cinema Fund"""", 'Element Films', 'Miramax']"",The Magdalene Sisters,FR,The Magdalene Sisters | 2002 | The Magdalene Sisters | The Magdalene Sisters,-,""Anne-Marie Duff, Dorothy Duffy, Eileen Walsh, Nora-Jane Noone"",Peter Mullan,Frances Higson,-,IE,GB,-,-,-,-,-,-,-,-,Anne-Marie Duff,Dorothy Duffy,Eileen Walsh,Nora-Jane Noone,-,Peter Mullan,-,-,-,-,Frances Higson,-,-,-,-,-,-,-,-,-,Drama,-,-";;
"tt0318462,7.7,103910,Diarios de motocicleta,2004,""Adventure,Biography,Drama"",0.0,es,""Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s."",/qz2aBYT8CAiJYvX4fRZpJ5G0Oz1.jpg,""AR, CL, FR, DE, PE, GB, US"",57663224.0,126,""['es', 'qu']"",Released,""['Senator Film', 'Wildwood Enterprises', 'Sound for Film', 'Inca Films S.A.', 'Film4 Productions', 'BD Cine', 'Tu Vas Voir', 'Sahara Films', 'Focus Features', 'South Fork Pictures']"",Voyage à motocyclette,FR,Voyage à motocyclette | 2004 | The Motorcycle Diaries | Diarios de motocicleta,""Gael García Bernal, Rodrigo de la Serna"",""Mercedes Morán, Mía Maestro"",Walter Salles,""Edgard Tenembaum, Michael Nozik"",""Alberto Granado, Ernesto 'Che' Guevara, Jose Rivera"",AR,CL,FR,DE,PE,Gael García Bernal,Rodrigo de la Serna,-,-,-,Mercedes Morán,Mía Maestro,-,-,-,Walter Salles,-,-,-,-,Edgard Tenembaum,Michael Nozik,-,-,-,Alberto Granado,Ernesto 'Che' Guevara,Jose Rivera,-,-,Adventure,Biography,Drama";;
"tt0318462,7.7,103910,Diarios de motocicleta,2004,""Adventure,Biography,Drama"",0.0,es,""Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s."",/qz2aBYT8CAiJYvX4fRZpJ5G0Oz1.jpg,""AR, CL, FR, DE, PE, GB, US"",57663224.0,126,""['es', 'qu']"",Released,""['Senator Film', 'Wildwood Enterprises', 'Sound for Film', 'Inca Films S.A.', 'Film4 Productions', 'BD Cine', 'Tu Vas Voir', 'Sahara Films', 'Focus Features', 'South Fork Pictures']"",Carnets de voyage,FR,Carnets de voyage | 2004 | The Motorcycle Diaries | Diarios de motocicleta,""Gael García Bernal, Rodrigo de la Serna"",""Mercedes Morán, Mía Maestro"",Walter Salles,""Edgard Tenembaum, Michael Nozik"",""Alberto Granado, Ernesto 'Che' Guevara, Jose Rivera"",AR,CL,FR,DE,PE,Gael García Bernal,Rodrigo de la Serna,-,-,-,Mercedes Morán,Mía Maestro,-,-,-,Walter Salles,-,-,-,-,Edgard Tenembaum,Michael Nozik,-,-,-,Alberto Granado,Ernesto 'Che' Guevara,Jose Rivera,-,-,Adventure,Biography,Drama";;
"tt0318523,7.2,2476,Un oso rojo,2002,""Crime,Drama,Thriller"",0.0,es,""Bear has never gotten over the separation from his wife and daughter after having been convicted for armed robbery and homicide and sent to prison. Now he is out, to finally get his cut of the money and reunite with his family, or at least avenge the damage done."",/kD8SPTJVhjUvJOvB6Xhe7crkLN4.jpg,""AR, ES, FR"",0.0,95,['es'],Released,""['Lita Stantic Producciones', 'TS Productions', 'Wanda Visión']"",L'ours rouge,FR,L'ours rouge | 2002 | Red Bear | Un oso rojo,""Julio Chávez, Luis Machín"",""Agostina Lage, Soledad Villamil"",Israel Adrián Caetano,Lita Stantic,""Gabriela Speranza, Romina Lanfranchini"",AR,ES,FR,-,-,Julio Chávez,Luis Machín,-,-,-,Agostina Lage,Soledad Villamil,-,-,-,Israel Adrián Caetano,-,-,-,-,Lita Stantic,-,-,-,-,Gabriela Speranza,Romina Lanfranchini,-,-,-,Crime,Drama,Thriller";;
"tt0318627,6.1,206938,Resident Evil: Apocalypse,2004,""Action,Horror,Sci-Fi"",45000000.0,en,""As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth."",/yzNQSLlZb7NAkA4C5uADfNDJ7hm.jpg,""CA, GB, US"",129394835.0,94,['en'],Released,""['Davis Films/Impact Pictures', 'Screen Gems', 'Constantin Film']"",Resident Evil: Apocalypse,FR,Resident Evil: Apocalypse | 2004 | Resident Evil: Apocalypse | Resident Evil: Apocalypse,Oded Fehr,""Milla Jovovich, Sienna Guillory"",Alexander Witt,""Don Carmody, Jeremy Bolt"",Paul W.S. Anderson,CA,GB,US,-,-,Oded Fehr,-,-,-,-,Milla Jovovich,Sienna Guillory,-,-,-,Alexander Witt,-,-,-,-,Don Carmody,Jeremy Bolt,-,-,-,Paul W.S. Anderson,-,-,-,-,Action,Horror,Sci-Fi";;
"tt0318649,6.0,101960,Sahara,2005,""Action,Adventure,Comedy"",130000000.0,en,""Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt."",/kyY1onYxkKBDlJsheRsVbMaoQEM.jpg,""DE, ES, GB, US"",119269486.0,124,""['en', 'fr', 'ar']"",Released,""['Paramount', 'Bristol Bay Productions', 'Baldwin Entertainment Group', 'Desertlands Entertainment', 'Mace Neufeld Productions', 'Kanzaman Productions', 'J.K. Livin Productions', 'Moguletta', 'Sahara Productions', 'Babelsberg Film']"",Sahara,FR,Sahara | 2005 | Sahara | Sahara,""Mark Aspinall, Matthew McConaughey, Steve Zahn"",Penélope Cruz,Breck Eisner,-,""Clive Cussler, James V. Hart, John C. Richards, Joshua Oppenheimer, Thomas Dean Donnelly"",DE,ES,GB,US,-,Mark Aspinall,Matthew McConaughey,Steve Zahn,-,-,Penélope Cruz,-,-,-,-,Breck Eisner,-,-,-,-,-,-,-,-,-,Clive Cussler,James V. Hart,John C. Richards,Joshua Oppenheimer,Thomas Dean Donnelly,Action,Adventure,Comedy";;
"tt0318725,7.0,4751,Stupeur et tremblements,2003,""Comedy,Drama"",0.0,fr,""Amélie, a young Belgian woman, having spent her childhood in Japan, decides to return to live there and tries to integrate in the Japanese society. She is determined to be a """"real Japanese"""" before her year contract runs out, though it precisely this determination that is incompatable with Japanese humility. Though she is hired for a choice position as a translator at an import/export firm, her inability to understand Japanese cultural norms results in increasingly humiliating demotions. Though Amelie secretly adulates her, her immediate supervisor takes sadistic pleasure in belittling her all along. She finally manages to break Amelie's will by making her the bathroom attendant, and is delighted when Amelie tells her the she will not renew her contract. Amelie realizes that she is finally a real Japanese when she enters the company president's office """"with fear and trembling,"""" which could only be possible because her determination was broken by Miss Fubuki's systematic torture."",/42IOjOSnZAfXIKMtfI7alpLEMmX.jpg,""JP, FR"",0.0,107,""['fr', 'ja']"",Released,[],Stupeur et tremblements,FR,Stupeur et tremblements | 2003 | Fear and Trembling | Stupeur et tremblements,""Bison Katayama, Tarô Suwa"",""Kaori Tsuji, Sylvie Testud"",Alain Corneau,Alain Sarde,Amélie Nothomb,JP,FR,-,-,-,Bison Katayama,Tarô Suwa,-,-,-,Kaori Tsuji,Sylvie Testud,-,-,-,Alain Corneau,-,-,-,-,Alain Sarde,-,-,-,-,Amélie Nothomb,-,-,-,-,Comedy,Drama,-";;
"tt0318761,6.5,21821,Thumbsucker,2005,""Comedy,Drama"",0.0,en,""Justin Cobb, a teenager in suburban Oregon, copes with his thumb-sucking problem, romance, and his diagnosis with ADHD and subsequent experience using Ritalin."",/fBLjXNRkH0KuC5JEnGBUZx3SQw3.jpg,US,1919197.0,96,['en'],Released,['Bob Yari Productions'],Age Difficile Obscur,FR,Age Difficile Obscur | 2005 | Thumbsucker | Thumbsucker,""Keanu Reeves, Lou Taylor Pucci, Vincent D'Onofrio"",Tilda Swinton,Mike Mills,""Anthony Bregman, Bob Stephenson"",Walter Kirn,US,-,-,-,-,Keanu Reeves,Lou Taylor Pucci,Vincent D'Onofrio,-,-,Tilda Swinton,-,-,-,-,Mike Mills,-,-,-,-,Anthony Bregman,Bob Stephenson,-,-,-,Walter Kirn,-,-,-,-,Comedy,Drama,-";;
"tt0318780,6.6,400,Un monde presque paisible,2002,""Comedy,Drama,Romance"",0.0,fr,""Set during the largely unexplored period immediately following World War II, the film follows a group of mostly Jewish Parisians who attempt to restart their lives and rekindle their capacity for happiness in the shadow of unspeakable horrors. Variety called it """"thoroughly charming. Sad, gentle, and funny in the best French tradition of high quality cinema."""" A film by Marcelo Gomes"",/6a9FYJm2LnFlV9bxUrqiVg0s7gS.jpg,FR,0.0,94,['fr'],Released,['Eléfilm'],Un monde presque paisible,FR,Un monde presque paisible | 2002 | Un monde presque paisible | Un monde presque paisible,""Simon Abkarian, Vincent Elbaz"",""Lubna Azabal, Zabou Breitman"",Michel Deville,-,""Robert Bober, Rosalinde Deville"",FR,-,-,-,-,Simon Abkarian,Vincent Elbaz,-,-,-,Lubna Azabal,Zabou Breitman,-,-,-,Michel Deville,-,-,-,-,-,-,-,-,-,Robert Bober,Rosalinde Deville,-,-,-,Comedy,Drama,Romance";;
"tt0318819,6.6,1378,WXIII: Patlabor the Movie 3,2001,""Action,Animation,Crime"",0.0,ja,""Set in the year 2000 (between the events of Patlabor and Patlabor 2), when the level of Labor accidents begin to escalate around Tokyo Bay, police detectives Kusumi and Hata are assigned to investigate. What they discover leads to a series of government cover-ups, conspiracy concerning a new biological weapon entitled WXIII-Wasted Thirteen and a tragic, personal connection to Hata. The only hope to stop this threat is to cooperate with the military and lead WXIII into a showdown with the Labors of Special Vehicle Division 2."",/uH6xNGaiA7QHlmKWQUh4mSF8d65.jpg,JP,0.0,107,['ja'],Released,""['Bandai Digital Entertainment', 'Emotion', 'Headgear', 'Madhouse', 'Omnibus Japan']"",Patlabor 3,FR,Patlabor 3 | 2001 | WXIII: Patlabor | WXIII: Patlabor the Movie 3,""Hiroaki Hirata, Katsuhiko Watabiki, Ryûnosuke Ôbayashi"",Atsuko Tanaka,""Fumihiko Takayama, Takuji Endo"",Masahiro Fukushima,""Masami Yûki, Miki Tori, Richard Epcar"",JP,-,-,-,-,Hiroaki Hirata,Katsuhiko Watabiki,Ryûnosuke Ôbayashi,-,-,Atsuko Tanaka,-,-,-,-,Fumihiko Takayama,Takuji Endo,-,-,-,Masahiro Fukushima,-,-,-,-,Masami Yûki,Miki Tori,Richard Epcar,-,-,Action,Animation,Crime";;
"tt0318974,6.0,21935,The Alamo,2004,""Drama,History,War"",145000000.0,en,""Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas."",/aZrWYkxCCwSPKp4VjVvn46uHbIX.jpg,US,25819961.0,137,""['en', 'es']"",Released,""['Imagine Entertainment', 'Touchstone Pictures']"",Alamo,FR,Alamo | 2004 | The Alamo | The Alamo,""Billy Bob Thornton, Dennis Quaid, Emilio Echevarría, Jason Patric"",-,John Lee Hancock,""Mark Johnson, Ron Howard"",""Leslie Bohem, Stephen Gaghan"",US,-,-,-,-,Billy Bob Thornton,Dennis Quaid,Emilio Echevarría,Jason Patric,-,-,-,-,-,-,John Lee Hancock,-,-,-,-,Mark Johnson,Ron Howard,-,-,-,Leslie Bohem,Stephen Gaghan,-,-,-,Drama,History,War";;
"tt0318988,6.2,358,Ana y los otros,2003,Drama,0.0,es,""Twenty-something Ana, now living in Buenos Aires, returns to her native city of Paraná. She meets old school mates, old friends, makes new ones, and starts to rethink her life, and perhaps change her future."",/htO5ncBS7K2OPg9IfT4C8GU3K6x.jpg,AR,0.0,80,['es'],Released,['Stardis Pictures'],Ana et les Autres,FR,Ana et les Autres | 2003 | Ana and the Others | Ana y los otros,""Ignacio Uslenghi, Juan Cruz Díaz la Barba"",""Camila Toker, Natacha Massera"",Celina Murga,Carolina Konstantinovsky,-,AR,-,-,-,-,Ignacio Uslenghi,Juan Cruz Díaz la Barba,-,-,-,Camila Toker,Natacha Massera,-,-,-,Celina Murga,-,-,-,-,Carolina Konstantinovsky,-,-,-,-,-,-,-,-,-,Drama,-,-";;
"tt0319056,6.3,718,Between Two Women,2003,Drama,0.0,en,""Set in a Yorkshire milltown in 1957, Ellen Hardy is unhappily married but is close to her ten-year-old son, Victor. The family has recently moved house and Victor has started at a new school where Ellen has become friendly with his teacher, Kathy Thompson, who is keen to encourage him at art. As the friendship between the two women grows, Ellen's millworker husband, Hardy, feels increasingly alienated at home."",/6zVkvlvZkXlQjhBoRWHCQF4c3QL.jpg,GB,0.0,92,['en'],Released,['North Country Pictures Ltd.'],Between Two Women,FR,Between Two Women | 2003 | Between Two Women | Between Two Women,""Andrew Dunn, Edward Woodcock"",""Andrina Carroll, Barbara Marten"",Steven Woodcock,-,-,GB,-,-,-,-,Andrew Dunn,Edward Woodcock,-,-,-,Andrina Carroll,Barbara Marten,-,-,-,Steven Woodcock,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Drama,-,-";;
"tt0319061,8.0,453099,Big Fish,2003,""Adventure,Drama,Fantasy"",70000000.0,en,""Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures."",/tjK063yCgaBAluVU72rZ6PKPH2l.jpg,US,123218424.0,125,['en'],Released,""['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company', 'Tim Burton Productions']"",Big Fish,FR,Big Fish | 2003 | Big Fish | Big Fish,""Albert Finney, Billy Crudup, Ewan McGregor"",Jessica Lange,Tim Burton,""Bruce Cohen, Dan Jinks, Richard D. Zanuck"",""Daniel Wallace, John August"",US,-,-,-,-,Albert Finney,Billy Crudup,Ewan McGregor,-,-,Jessica Lange,-,-,-,-,Tim Burton,-,-,-,-,Bruce Cohen,Dan Jinks,Richard D. Zanuck,-,-,Daniel Wallace,John August,-,-,-,Adventure,Drama,Fantasy";;
"tt0319147,6.5,1252,Casomai,2002,""Comedy,Romance"",0.0,it,-,/wmpbnyH5Ic9mZslnk7k8HcydlDc.jpg,IT,0.0,114,['it'],Released,[],Au cas où,FR,Au cas où | 2002 | Casomai | Casomai,""Fabio Volo, Gennaro Nunziante, Mino Manni"",Stefania Rocca,Alessandro D'Alatri,Marco Valsania,Anna Pavignano,IT,-,-,-,-,Fabio Volo,Gennaro Nunziante,Mino Manni,-,-,Stefania Rocca,-,-,-,-,Alessandro D'Alatri,-,-,-,-,Marco Valsania,-,-,-,-,Anna Pavignano,-,-,-,-,Comedy,Romance,-";;
"tt0319237,6.7,1077,Il cuore altrove,2003,""Comedy,Drama,Romance"",0.0,it,""Rome, 1929. The Pope's tailor sends his only son, 35-year-old virgin Nello, to more liberal Bologna hoping he'll find a wife. His head brimming with ideas on romantic love induced by classical poetry, Nello falls for Angela, a beautiful blind woman who indulges him only to win back her fiancé."",/6Fe77jXvkoDERdFNkBdrkV08Vvy.jpg,IT,0.0,107,['it'],Released,""['Duea Film', 'RAI Cinema']"",Un coeur ailleurs,FR,Un coeur ailleurs | 2003 | Incantato | Il cuore altrove,""Giancarlo Giannini, Neri Marcorè, Nino D'Angelo"",Vanessa Incontrada,Pupi Avati,Antonio Avati,-,IT,-,-,-,-,Giancarlo Giannini,Neri Marcorè,Nino D'Angelo,-,-,Vanessa Incontrada,-,-,-,-,Pupi Avati,-,-,-,-,Antonio Avati,-,-,-,-,-,-,-,-,-,Comedy,Drama,Romance";;
"tt0319262,6.5,467502,The Day After Tomorrow,2004,""Action,Adventure,Sci-Fi"",125000000.0,en,""After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze."",/kNKy8eJemg6sCAMBgh4xrD0lleX.jpg,US,552639571.0,124,""['en', 'ja', 'fr', 'ar', 'es']"",Released,""['The Mark Gordon Company', """"Mel's Cite du Cinema"""", 'Lions Gate Films', 'Centropolis Entertainment', '20th Century Fox']"",Le jour d'après,FR,Le jour d'après | 2004 | The Day After Tomorrow | The Day After Tomorrow,""Dash Mihok, Dennis Quaid, Jake Gyllenhaal"",Emmy Rossum,Roland Emmerich,Mark Gordon,Jeffrey Nachmanoff,US,-,-,-,-,Dash Mihok,Dennis Quaid,Jake Gyllenhaal,-,-,Emmy Rossum,-,-,-,-,Roland Emmerich,-,-,-,-,Mark Gordon,-,-,-,-,Jeffrey Nachmanoff,-,-,-,-,Action,Adventure,Sci-Fi";;
"tt0319343,7.1,291158,Elf,2003,""Adventure,Comedy,Family"",32000000.0,en,""When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher."",/oOleziEempUPu96jkGs0Pj6tKxj.jpg,US,225097437.0,97,['en'],Released,""['New Line Cinema', 'Guy Walks into a Bar Productions']"",Elfe,FR,Elfe | 2003 | Elf | Elf,""Bob Newhart, James Caan, Will Ferrell"",Zooey Deschanel,Jon Favreau,""Jon Berg, Shauna Robertson, Todd Komarnicki"",David Berenbaum,US,-,-,-,-,Bob Newhart,James Caan,Will Ferrell,-,-,Zooey Deschanel,-,-,-,-,Jon Favreau,-,-,-,-,Jon Berg,Shauna Robertson,Todd Komarnicki,-,-,David Berenbaum,-,-,-,-,Adventure,Comedy,Family";;
